id	formattedAddress	zipCode	county	latitude	longitude	propertyType	bedrooms	bathrooms	squareFootage	lotSize	yearBuilt	hoaFee	status	price	price_per_sqft	listedDate	removedDate	lastSeenDate	daysOnMarket	builderName	subdivision	mlsName	roomCount	floorCount	garage	garageSpaces	pool	fireplace	cooling	coolingType	heating	heatingType	exteriorType	foundationType	architectureType	pulled_at
2729-Lebanon-Ave,-El-Paso,-TX-79930	2729 Lebanon Ave, El Paso, TX 79930	79930	El Paso	31.794349	-106.463275	Single Family	2	1	1331	6534	1918		Inactive	209950	157.74	2026-01-02T00:00:00.000Z	2026-06-03T00:00:00.000Z	2026-06-02T10:16:11.200Z	151			Elpaso														8/12/2026
13860-Summer-View-Ave,-El-Paso,-TX-79928	13860 Summer View Ave, El Paso, TX 79928	79928	El Paso	31.718389	-106.204811	Single Family	4	2	1677	4792	2023		Inactive	293000	174.72	2026-02-08T00:00:00.000Z	2026-06-03T00:00:00.000Z	2026-06-02T10:10:08.527Z	114			Elpaso														8/12/2026
15157-Expectation-Ave,-El-Paso,-TX-79938	15157 Expectation Ave, El Paso, TX 79938	79938	El Paso	31.810822	-106.192003	Single Family	3	2	1583	5227	2026		Inactive	284950	180.01	2026-02-23T00:00:00.000Z	2026-06-03T00:00:00.000Z	2026-06-02T10:09:14.553Z	99			Elpaso														8/12/2026
12752-Barstow-Ave,-El-Paso,-TX-79928	12752 Barstow Ave, El Paso, TX 79928	79928	El Paso	31.723628	-106.24765	Single Family	3	2.5	1799	5663	2014		Inactive	222900	123.9	2026-02-24T00:00:00.000Z	2026-06-03T00:00:00.000Z	2026-06-02T10:09:14.544Z	98			Elpaso														8/12/2026
1424-Rainbow-Ridge-Dr,-El-Paso,-TX-79912	1424 Rainbow Ridge Dr, El Paso, TX 79912	79912	El Paso	31.876655	-106.547374	Single Family	4	1	2002	7841	1999		Inactive	327499	163.59	2026-03-02T00:00:00.000Z	2026-06-03T00:00:00.000Z	2026-06-02T10:08:10.887Z	92			Elpaso														8/12/2026
13301-Emerald-Fire-Ct,-El-Paso,-TX-79928	13301 Emerald Fire Ct, El Paso, TX 79928	79928	El Paso	31.685665	-106.227441	Single Family	4	2	1740	6534	2026	60	Inactive	323990	186.2	2026-03-05T00:00:00.000Z	2026-06-03T00:00:00.000Z	2026-06-02T10:08:10.827Z	89			Elpaso														8/12/2026
6916-Polvadera-Dr,-El-Paso,-TX-79912	6916 Polvadera Dr, El Paso, TX 79912	79912	El Paso	31.84572	-106.547404	Single Family	4	2	1863	7841	1977		Inactive	324900	174.4	2026-03-19T00:00:00.000Z	2026-06-03T00:00:00.000Z	2026-06-02T09:50:19.684Z	75			Elpaso														8/12/2026
520-Cardon-St,-El-Paso,-TX-79903	520 Cardon St, El Paso, TX 79903	79903	El Paso	31.778675	-106.426188	Single Family	3	1	1807	6534	1950		Inactive	220000	121.75	2026-04-02T00:00:00.000Z	2026-06-03T00:00:00.000Z	2026-06-02T09:34:06.659Z	61			Elpaso														8/12/2026
11293-Bullseye-St,-El-Paso,-TX-79934	11293 Bullseye St, El Paso, TX 79934	79934	El Paso	31.938886	-106.430225	Single Family	5	2	2134	5663	2012		Inactive	325000	152.3	2026-04-03T00:00:00.000Z	2026-06-03T00:00:00.000Z	2026-06-02T09:34:06.630Z	60			Elpaso														8/12/2026
5028-Andrew-Jorel-Dr,-El-Paso,-TX-79938	5028 Andrew Jorel Dr, El Paso, TX 79938	79938	El Paso	31.824656	-106.235605	Single Family	3	1.5	1902	5227	2026		Inactive	280615	147.54	2026-04-07T00:00:00.000Z	2026-06-03T00:00:00.000Z	2026-06-02T09:34:06.591Z	56			Elpaso														8/12/2026
4004-Titanic-Ave,-El-Paso,-TX-79904	4004 Titanic Ave, El Paso, TX 79904	79904	El Paso	31.852983	-106.444992	Single Family	3	2.5	1307	9583	1956		Inactive	283000	216.53	2026-04-22T00:00:00.000Z	2026-06-03T00:00:00.000Z	2026-06-02T09:12:11.070Z	41			Elpaso														8/12/2026
12045-Copper-Head-Ln,-El-Paso,-TX-79934	12045 Copper Head Ln, El Paso, TX 79934	79934	El Paso	31.95874	-106.372707	Single Family	3	2.5	1499	4792	2011		Inactive	215000	143.43	2026-04-29T00:00:00.000Z	2026-06-03T00:00:00.000Z	2026-06-02T08:40:07.335Z	34			Elpaso														8/12/2026
4628-La-Luz-Ave,-El-Paso,-TX-79903	4628 La Luz Ave, El Paso, TX 79903	79903	El Paso	31.784399	-106.434234	Single Family	3	2	1405	6970	1949		Inactive	285000	202.85	2026-05-11T00:00:00.000Z	2026-06-03T00:00:00.000Z	2026-06-02T07:38:07.531Z	22			Elpaso														8/12/2026
14825-Boer-Trail-Ave,-El-Paso,-TX-79938	14825 Boer Trail Ave, El Paso, TX 79938	79938	El Paso	31.792561	-106.204854	Single Family	4	2	1483	5227	2017		Inactive	229950	155.06	2026-05-12T00:00:00.000Z	2026-06-03T00:00:00.000Z	2026-06-02T07:38:07.424Z	21			Elpaso														8/12/2026
3261-Leah-Point-Ln,-El-Paso,-TX-79938	3261 Leah Point Ln, El Paso, TX 79938	79938	El Paso	31.791185	-106.230828	Single Family	3	2	1582	7841	2010		Inactive	259950	164.32	2026-05-13T00:00:00.000Z	2026-06-03T00:00:00.000Z	2026-06-02T07:38:07.410Z	20			Elpaso														8/12/2026
7271-Camino-Del-Sol-Dr,-El-Paso,-TX-79911	7271 Camino Del Sol Dr, El Paso, TX 79911	79911	El Paso	31.881326	-106.556302	Single Family	3	2.5	2109	6970	2011	25	Inactive	365000	173.07	2026-05-20T00:00:00.000Z	2026-06-03T00:00:00.000Z	2026-06-02T07:33:52.747Z	13			Elpaso														8/12/2026
930-Hull-St,-El-Paso,-TX-79928	930 Hull St, El Paso, TX 79928	79928	El Paso	31.716065	-106.248606	Single Family	4	3.5	2608	5663	2022		Inactive	358500	137.46	2026-05-21T00:00:00.000Z	2026-06-03T00:00:00.000Z	2026-06-02T07:15:45.451Z	12			Elpaso														8/12/2026
6560-Brisa-Del-Mar-Dr,-El-Paso,-TX-79912	6560 Brisa Del Mar Dr, El Paso, TX 79912	79912	El Paso	31.860848	-106.53872	Single Family	3	2.5	2324	8276	1989		Inactive	409900	176.38	2026-05-21T00:00:00.000Z	2026-06-03T00:00:00.000Z	2026-06-02T07:15:45.450Z	12			Elpaso														8/12/2026
5024-Mark-Avizo-St,-El-Paso,-TX-79938	5024 Mark Avizo St, El Paso, TX 79938	79938	El Paso	31.824671	-106.236299	Single Family	4	2.5	3094	6970	2023		Inactive	397950	128.62	2026-05-21T00:00:00.000Z	2026-06-03T00:00:00.000Z	2026-06-02T07:15:45.447Z	12			Elpaso														8/12/2026
7324-Desierto-Pais-Dr,-El-Paso,-TX-79912	7324 Desierto Pais Dr, El Paso, TX 79912	79912	El Paso	31.871958	-106.560704	Single Family	3	2	1564	6534	1996		Inactive	277000	177.11	2026-05-27T00:00:00.000Z	2026-06-03T00:00:00.000Z	2026-06-02T06:14:20.750Z	6			Elpaso														8/12/2026
10600-Onyxstone-St,-El-Paso,-TX-79924	10600 Onyxstone St, El Paso, TX 79924	79924	El Paso	31.921358	-106.381384	Single Family	3	1	1226	6534	1992		Inactive	199770	162.94	2026-05-27T00:00:00.000Z	2026-06-03T00:00:00.000Z	2026-06-02T06:14:20.735Z	6			Elpaso														8/12/2026
10600-Hermes-Dr,-El-Paso,-TX-79924	10600 Hermes Dr, El Paso, TX 79924	79924	El Paso	31.920834	-106.427139	Single Family	4	2	1622	8276	1976		Inactive	235000	144.88	2026-05-28T00:00:00.000Z	2026-06-03T00:00:00.000Z	2026-06-02T06:14:20.727Z	5			Elpaso														8/12/2026
336-Bellwoode-Ave,-El-Paso,-TX-79932	336 Bellwoode Ave, El Paso, TX 79932	79932	El Paso	31.891364	-106.589109	Single Family	4	2.5	2201	5227	2018		Inactive	349900	158.97	2026-05-29T00:00:00.000Z	2026-06-03T00:00:00.000Z	2026-06-02T06:14:20.651Z	4			Elpaso														8/12/2026
912-Los-Pinos-Way,-El-Paso,-TX-79912	912 Los Pinos Way, El Paso, TX 79912	79912	El Paso	31.860287	-106.528327	Single Family	3	2.5	2225	9583	1992		Inactive	384900	172.99	2026-05-29T00:00:00.000Z	2026-06-03T00:00:00.000Z	2026-06-02T06:14:20.649Z	4			Elpaso														8/12/2026
3316-Drumond-Rd,-El-Paso,-TX-79925	3316 Drumond Rd, El Paso, TX 79925	79925	El Paso	31.790636	-106.342175	Single Family	3	2	1306	6970	1964		Inactive	219000	167.69	2026-06-01T00:00:00.000Z	2026-06-03T00:00:00.000Z	2026-06-02T05:40:04.343Z	1			Elpaso														8/12/2026
3885-Surmise-St,-El-Paso,-TX-79938	3885 Surmise St, El Paso, TX 79938	79938	El Paso	31.803648	-106.199101	Single Family	4	3	2048	5663	2025		Inactive	337950	165.01	2025-02-19T00:00:00.000Z	2026-06-02T00:00:00.000Z	2026-06-01T11:13:58.498Z	467			Elpaso														8/12/2026
13661-Prime-Vista-Ct,-El-Paso,-TX-79928	13661 Prime Vista Ct, El Paso, TX 79928	79928	El Paso	31.679775	-106.2096	Single Family	4	2	1844	6534	2024		Inactive	344950	187.07	2024-11-01T00:00:00.000Z	2026-06-02T00:00:00.000Z	2026-06-01T11:13:58.468Z	577			Elpaso														8/12/2026
13915-Sky-Harbor-Ave,-El-Paso,-TX-79928	13915 Sky Harbor Ave, El Paso, TX 79928	79928	El Paso	31.716999	-106.201765	Single Family	3	2	1700	5663	2023		Inactive	280500	165	2025-02-25T00:00:00.000Z	2026-06-02T00:00:00.000Z	2026-06-01T11:13:08.353Z	461			Elpaso														8/12/2026
5723-Alameda-Ave-Unit-A,-El-Paso,-TX-79905	5723 Alameda Ave Unit A, El Paso, TX 79905	79905	El Paso	31.767636	-106.419742	Single Family	3	4	1678	10454	1951		Inactive	294900	175.74	2025-06-03T00:00:00.000Z	2026-06-02T00:00:00.000Z	2026-06-01T11:13:08.252Z	363			Elpaso														8/12/2026
13908-Paseo-Perlas-Dr,-El-Paso,-TX-79928	13908 Paseo Perlas Dr, El Paso, TX 79928	79928	El Paso	31.707418	-106.204404	Single Family	4	2.5	1532	6534	2025	62	Inactive	279950	182.73	2025-08-15T00:00:00.000Z	2026-06-02T00:00:00.000Z	2026-06-01T11:12:11.061Z	290			Elpaso														8/12/2026
5489-Ignacio-Frias-Dr,-El-Paso,-TX-79934	5489 Ignacio Frias Dr, El Paso, TX 79934	79934	El Paso	31.939004	-106.415493	Single Family	3	2.5	1682	6098	2009		Inactive	265000	157.55	2025-11-06T00:00:00.000Z	2026-06-02T00:00:00.000Z	2026-06-01T10:46:26.716Z	207			Elpaso														8/12/2026
11132-Catherine-Slutter-Ln,-El-Paso,-TX-79927	11132 Catherine Slutter Ln, El Paso, TX 79927	79927	El Paso	31.670447	-106.253435	Single Family	4	3	1496	4792	2016		Inactive	220950	147.69	2025-11-17T00:00:00.000Z	2026-06-02T00:00:00.000Z	2026-06-01T10:46:26.600Z	196			Elpaso														8/12/2026
13301-Emerald-Water-Ct,-El-Paso,-TX-79928	13301 Emerald Water Ct, El Paso, TX 79928	79928	El Paso	31.685639	-106.227449	Single Family	4	2	1740	6534	2025	60	Inactive	338990	194.82	2025-12-03T00:00:00.000Z	2026-06-02T00:00:00.000Z	2026-06-01T10:46:26.590Z	180			Elpaso														8/12/2026
12450-Dyer-St,-El-Paso,-TX-79934	12450 Dyer St, El Paso, TX 79934	79934	El Paso	31.967306	-106.345609	Land				41818			Inactive	255000		2025-11-22T00:00:00.000Z	2026-06-02T00:00:00.000Z	2026-06-01T10:46:26.589Z	191			Elpaso														8/12/2026
3860-Aspiration-St,-El-Paso,-TX-79938	3860 Aspiration St, El Paso, TX 79938	79938	El Paso	31.808721	-106.190479	Single Family	5	2.5	2704	6098	2026		Inactive	389950	144.21	2025-12-02T00:00:00.000Z	2026-06-02T00:00:00.000Z	2026-06-01T10:46:26.579Z	181			Elpaso														8/12/2026
5301-Ch-Hunton-St,-El-Paso,-TX-79938	5301 Ch Hunton St, El Paso, TX 79938	79938	El Paso	31.866393	-106.184326	Land				246114			Inactive	235000		2025-12-11T00:00:00.000Z	2026-06-02T00:00:00.000Z	2026-06-01T10:45:05.110Z	172			Elpaso														8/12/2026
996-Willow-River-Dr,-El-Paso,-TX-79932	996 Willow River Dr, El Paso, TX 79932	79932	El Paso	31.880632	-106.625015	Single Family	4	2	2350	9148	2022		Inactive	532700	226.68	2026-01-02T00:00:00.000Z	2026-06-02T00:00:00.000Z	2026-06-01T10:45:05.056Z	150			Elpaso														8/12/2026
7321-Cuba-Dr,-El-Paso,-TX-79915	7321 Cuba Dr, El Paso, TX 79915	79915	El Paso	31.762769	-106.368211	Single Family	4	2.5	2100	7405	1958		Inactive	350000	166.67	2026-01-19T00:00:00.000Z	2026-06-02T00:00:00.000Z	2026-06-01T10:42:32.358Z	133			Elpaso														8/12/2026
3649-Krista-Ilee-Piace,-El-Paso,-TX-79938	3649 Krista Ilee Piace, El Paso, TX 79938	79938	El Paso	31.797477	-106.252786	Single Family	4	2.5	2205	21780	2005		Inactive	314000	142.4	2026-01-22T00:00:00.000Z	2026-06-02T00:00:00.000Z	2026-06-01T10:42:32.342Z	130			Elpaso														8/12/2026
10984-Northampton-St,-El-Paso,-TX-79934	10984 Northampton St, El Paso, TX 79934	79934	El Paso	31.931305	-106.390887	Single Family	2	1	870	4356	2000		Inactive	165000	189.66	2026-02-11T00:00:00.000Z	2026-06-02T00:00:00.000Z	2026-06-01T10:39:01.393Z	110			Elpaso														8/12/2026
261-Penbridge-Pl,-El-Paso,-TX-79928	261 Penbridge Pl, El Paso, TX 79928	79928	El Paso	31.68775	-106.23592	Single Family	4	2	1883	4792	2022		Inactive	298900	158.74	2026-02-13T00:00:00.000Z	2026-06-02T00:00:00.000Z	2026-06-01T10:39:01.357Z	108			Elpaso														8/12/2026
15017-Imagine-Dr,-El-Paso,-TX-79938	15017 Imagine Dr, El Paso, TX 79938	79938	El Paso	31.803512	-106.198277	Single Family	4	3	2156	5227	2021		Inactive	339950	157.68	2026-02-23T00:00:00.000Z	2026-06-02T00:00:00.000Z	2026-06-01T10:39:01.271Z	98			Elpaso														8/12/2026
14215-N-Point-Ave,-El-Paso,-TX-79938	14215 N Point Ave, El Paso, TX 79938	79938	El Paso	31.773309	-106.230882	Single Family	3	2	1395	4792	2011		Inactive	230000	164.87	2026-03-05T00:00:00.000Z	2026-06-02T00:00:00.000Z	2026-06-01T10:33:55.669Z	88			Elpaso														8/12/2026
3996-Century-Dr,-El-Paso,-TX-79938	3996 Century Dr, El Paso, TX 79938	79938	El Paso	31.81408	-106.148537	Single Family	3	2	1152	48787	1996		Inactive	175000	151.91	2026-03-12T00:00:00.000Z	2026-06-02T00:00:00.000Z	2026-06-01T10:31:52.903Z	81			Elpaso														8/12/2026
12765-Ramon-Prieto,-El-Paso,-TX-79938	12765 Ramon Prieto, El Paso, TX 79938	79938	El Paso	31.819862	-106.247197	Single Family	4	2	1324	4356	2012		Inactive	225500	170.32	2026-03-13T00:00:00.000Z	2026-06-02T00:00:00.000Z	2026-06-01T10:31:52.662Z	80			Elpaso														8/12/2026
12241-Gaudi-Way,-El-Paso,-TX-79938	12241 Gaudi Way, El Paso, TX 79938	79938	El Paso	31.768885	-106.263042	Single Family	3	2.5	1500	2178	2026	85	Inactive	275000	183.33	2026-04-14T00:00:00.000Z	2026-06-02T00:00:00.000Z	2026-06-01T10:04:26.655Z	48			Elpaso														8/12/2026
5817-Sturgeon-Dr,-El-Paso,-TX-79924	5817 Sturgeon Dr, El Paso, TX 79924	79924	El Paso	31.887146	-106.405455	Single Family	4	2	1196	6098	1961		Inactive	182000	152.17	2026-04-23T00:00:00.000Z	2026-06-02T00:00:00.000Z	2026-06-01T09:32:21.963Z	39			Elpaso														8/12/2026
5932-Via-Cuesta-Dr,-El-Paso,-TX-79912	5932 Via Cuesta Dr, El Paso, TX 79912	79912	El Paso	31.858497	-106.520088	Single Family	4	3.5	3083	6970	1992		Inactive	435000	141.1	2026-05-03T00:00:00.000Z	2026-06-02T00:00:00.000Z	2026-06-01T09:04:17.115Z	29			Elpaso														8/12/2026
709-Frontera-Rd,-El-Paso,-TX-79922	709 Frontera Rd, El Paso, TX 79922	79922	El Paso	31.810948	-106.575925	Single Family	4	2	1970	7841	1975	33	Inactive	324000	164.47	2026-05-05T00:00:00.000Z	2026-06-02T00:00:00.000Z	2026-06-01T09:04:17.060Z	27			Elpaso														8/12/2026
10454-Triumph-Dr,-El-Paso,-TX-79924	10454 Triumph Dr, El Paso, TX 79924	79924	El Paso	31.917376	-106.417793	Single Family	4	2	1268	6534	1972		Inactive	225000	177.44	2026-05-07T00:00:00.000Z	2026-06-02T00:00:00.000Z	2026-06-01T07:46:56.330Z	25			Elpaso														8/12/2026
3413-Rutherglen-St,-El-Paso,-TX-79925	3413 Rutherglen St, El Paso, TX 79925	79925	El Paso	31.789894	-106.359502	Single Family	3	1	1654	7405	1958		Inactive	239950	145.07	2026-05-08T00:00:00.000Z	2026-06-02T00:00:00.000Z	2026-06-01T07:46:56.307Z	24			Elpaso														8/12/2026
3029-Mesa-Verde-Ln,-El-Paso,-TX-79904	3029 Mesa Verde Ln, El Paso, TX 79904	79904	El Paso	31.85054	-106.463154	Single Family	5	1	2905	19166	1963		Inactive	340000	117.04	2026-05-08T00:00:00.000Z	2026-06-02T00:00:00.000Z	2026-06-01T07:46:56.286Z	24			Elpaso														8/12/2026
1321-Hookridge-Dr,-El-Paso,-TX-79925	1321 Hookridge Dr, El Paso, TX 79925	79925	El Paso	31.76095	-106.342951	Single Family	3	2	2503	11761	1976		Inactive	410000	163.8	2026-05-08T00:00:00.000Z	2026-06-02T00:00:00.000Z	2026-06-01T07:46:56.285Z	24			Elpaso														8/12/2026
7337-Mimosa-Ave,-El-Paso,-TX-79915	7337 Mimosa Ave, El Paso, TX 79915	79915	El Paso	31.739045	-106.384028	Single Family	3	1	875	4356	1957		Inactive	135000	154.29	2026-05-10T00:00:00.000Z	2026-06-02T00:00:00.000Z	2026-06-01T07:46:56.280Z	22			Elpaso														8/12/2026
4800-Trojan-Dr,-El-Paso,-TX-79924	4800 Trojan Dr, El Paso, TX 79924	79924	El Paso	31.91759	-106.432306	Single Family	3	2	1450	10019	1977		Inactive	230000	158.62	2026-05-11T00:00:00.000Z	2026-06-02T00:00:00.000Z	2026-06-01T07:46:56.269Z	21			LERAMLS														8/12/2026
12297-Clifton-Hill-Rd,-El-Paso,-TX-79928	12297 Clifton Hill Rd, El Paso, TX 79928	79928	El Paso	31.696843	-106.252716	Single Family	5	3.5	3298	10019	2019	40	Inactive	699000	211.95	2026-05-13T00:00:00.000Z	2026-06-02T00:00:00.000Z	2026-06-01T07:46:56.241Z	19			Elpaso														8/12/2026
1251-Hidden-Desert-Ln,-El-Paso,-TX-79912	1251 Hidden Desert Ln, El Paso, TX 79912	79912	El Paso	31.873099	-106.524524	Single Family	4	1.5	2529	6534	2017		Inactive	569925	225.36	2026-05-14T00:00:00.000Z	2026-06-02T00:00:00.000Z	2026-06-01T06:40:56.889Z	18			Elpaso														8/12/2026
2520-San-Jose-Ave,-Apt-4C,-El-Paso,-TX-79930	2520 San Jose Ave, Apt 4C, El Paso, TX 79930	79930	El Paso	31.786402	-106.466454	Condo	2	1.5	925	871	1980	170	Inactive	129000	139.46	2026-05-14T00:00:00.000Z	2026-06-02T00:00:00.000Z	2026-06-01T06:40:56.885Z	18			Elpaso														8/12/2026
5017-Moon-Ranch-Ln,-El-Paso,-TX-79934	5017 Moon Ranch Ln, El Paso, TX 79934	79934	El Paso	31.935356	-106.427217	Single Family	4	2	2380	5663	2013		Inactive	330000	138.66	2026-05-15T00:00:00.000Z	2026-06-02T00:00:00.000Z	2026-06-01T06:40:56.826Z	17			Elpaso														8/12/2026
10621-Polycrates-Pl,-El-Paso,-TX-79924	10621 Polycrates Pl, El Paso, TX 79924	79924	El Paso	31.921034	-106.430425	Single Family	3	1	1362	8712	1975		Inactive	219000	160.79	2026-05-22T00:00:00.000Z	2026-06-02T00:00:00.000Z	2026-06-01T06:23:07.601Z	10			Elpaso														8/12/2026
3848-Loma-Brisa-Dr,-El-Paso,-TX-79938	3848 Loma Brisa Dr, El Paso, TX 79938	79938	El Paso	31.801456	-106.220914	Single Family	3	2	1433	5227	2014		Inactive	242000	168.88	2026-05-23T00:00:00.000Z	2026-06-02T00:00:00.000Z	2026-06-01T05:58:52.338Z	9			Elpaso														8/12/2026
3143-Diego-Aidan-Dr,-El-Paso,-TX-79938	3143 Diego Aidan Dr, El Paso, TX 79938	79938	El Paso	31.77386	-106.24765	Single Family	3	2.5	2300	8276	2011		Inactive	282000	122.61	2026-05-24T00:00:00.000Z	2026-06-02T00:00:00.000Z	2026-06-01T05:58:52.326Z	8			Elpaso														8/12/2026
7748-Enchanted-Park-Dr,-El-Paso,-TX-79911	7748 Enchanted Park Dr, El Paso, TX 79911	79911	El Paso	31.921932	-106.574626	Single Family	3	1	1882	6970	2023		Inactive	378950	201.35	2026-05-27T00:00:00.000Z	2026-06-02T00:00:00.000Z	2026-06-01T05:58:52.243Z	5			Elpaso														8/12/2026
14251-Russ-Leach-Ave,-El-Paso,-TX-79938	14251 Russ Leach Ave, El Paso, TX 79938	79938	El Paso	31.765742	-106.227792	Single Family	4	1	1519	5227	2015		Inactive	240000	158	2026-05-27T00:00:00.000Z	2026-06-02T00:00:00.000Z	2026-06-01T05:58:52.238Z	5			Elpaso														8/12/2026
5113-Hector-Munoz-Dr,-El-Paso,-TX-79938	5113 Hector Munoz Dr, El Paso, TX 79938	79938	El Paso	31.825258	-106.248746	Single Family	4	3	1749	6098	2023		Inactive	269999	154.37	2026-05-28T00:00:00.000Z	2026-06-02T00:00:00.000Z	2026-06-01T05:58:52.225Z	4			Elpaso														8/12/2026
6100-Via-Fortuna-Ln,-El-Paso,-TX-79912	6100 Via Fortuna Ln, El Paso, TX 79912	79912	El Paso	31.857173	-106.525039	Single Family	4	2	2525	10890	1988		Inactive	498000	197.23	2026-05-29T00:00:00.000Z	2026-06-02T00:00:00.000Z	2026-06-01T05:01:43.389Z	3			Elpaso														8/12/2026
10813-Frazier-Ct,-El-Paso,-TX-79935	10813 Frazier Ct, El Paso, TX 79935	79935	El Paso	31.790249	-106.324981	Single Family	3	1	1778	7405	1975		Inactive	250000	140.61	2026-05-31T00:00:00.000Z	2026-06-02T00:00:00.000Z	2026-06-01T05:01:43.344Z	1			Elpaso														8/12/2026
1759-Green-Gate-Way,-El-Paso,-TX-79936	1759 Green Gate Way, El Paso, TX 79936	79936	El Paso	31.759499	-106.279316	Single Family	4	3.5	2340	6970	1993		Inactive	335000	143.16	2025-05-08T00:00:00.000Z	2026-06-01T00:00:00.000Z	2026-05-31T11:14:25.381Z	388			Elpaso														8/12/2026
15205-Conviction-St,-El-Paso,-TX-79938	15205 Conviction St, El Paso, TX 79938	79938	El Paso	31.81238	-106.195142	Single Family	5	3	2150	5227	2025		Inactive	359950	167.42	2025-05-31T00:00:00.000Z	2026-06-01T00:00:00.000Z	2026-05-31T11:12:33.603Z	365			Elpaso														8/12/2026
15317-Resolve-St,-El-Paso,-TX-79938	15317 Resolve St, El Paso, TX 79938	79938	El Paso	31.811644	-106.193903	Single Family	5	3	2150	5227	2025		Inactive	362950	168.81	2025-05-31T00:00:00.000Z	2026-06-01T00:00:00.000Z	2026-05-31T11:12:33.601Z	365			Elpaso														8/12/2026
15329-Steer-Dr,-El-Paso,-TX-79938	15329 Steer Dr, El Paso, TX 79938	79938	El Paso	31.807123	-106.189458	Single Family	4	2	1635	5663	2026		Inactive	274950	168.17	2025-10-24T00:00:00.000Z	2026-06-01T00:00:00.000Z	2026-05-31T11:10:10.812Z	219			Elpaso														8/12/2026
17847-Scruggs-Dr,-El-Paso,-TX-79928	17847 Scruggs Dr, El Paso, TX 79928	79928	El Paso	31.705385	-106.048313	Manufactured	3	1	924	10454	2010		Inactive	135000	146.1	2025-12-02T00:00:00.000Z	2026-06-01T00:00:00.000Z	2026-05-31T11:09:45.674Z	180			Elpaso														8/12/2026
10016-Jamaica-St,-El-Paso,-TX-79924	10016 Jamaica St, El Paso, TX 79924	79924	El Paso	31.8998	-106.431235	Single Family	4	1	1602	6098	1962		Inactive	162000	101.12	2026-01-26T00:00:00.000Z	2026-06-01T00:00:00.000Z	2026-05-31T11:00:04.170Z	125			Elpaso														8/12/2026
7349-Norte-Grande-Dr,-El-Paso,-TX-79934	7349 Norte Grande Dr, El Paso, TX 79934	79934	El Paso	31.967567	-106.353215	Single Family	3	1	1486	5227	2026		Inactive	258615	174.03	2026-02-02T00:00:00.000Z	2026-06-01T00:00:00.000Z	2026-05-31T11:00:04.141Z	118			Elpaso														8/12/2026
14648-Meadow,-Lawn,-El-Paso,-TX-79938	14648 Meadow, Lawn, El Paso, TX 79938	79938	El Paso	31.788981	-106.210397	Single Family	4	2.5	2372	5663	2015		Inactive	365000	153.88	2026-04-09T00:00:00.000Z	2026-06-01T00:00:00.000Z	2026-05-31T10:24:48.088Z	52			Elpaso														8/12/2026
605-S-Ochoa-St,-El-Paso,-TX-79901	605 S Ochoa St, El Paso, TX 79901	79901	El Paso	31.75477	-106.48065	Land				6098			Inactive	129000		2026-05-21T00:00:00.000Z	2026-06-01T00:00:00.000Z	2026-05-31T07:34:41.647Z	10			Elpaso														8/12/2026
4265-Hampshire-Ln,-El-Paso,-TX-79902	4265 Hampshire Ln, El Paso, TX 79902	79902	El Paso	31.797805	-106.504679	Single Family	3	1	1743	10454	1957		Inactive	329950	189.3	2026-05-29T00:00:00.000Z	2026-06-01T00:00:00.000Z	2026-05-31T06:26:09.310Z	2			Elpaso														8/12/2026
15245-Conviction-St,-El-Paso,-TX-79938	15245 Conviction St, El Paso, TX 79938	79938	Hudspeth	31.8047	-105.940125	Single Family	5	2.5	2704	5227	2025		Inactive	384950	142.36	2025-05-30T00:00:00.000Z	2026-06-01T00:00:00.000Z	2026-05-31T05:26:02.159Z	366			Elpaso														8/12/2026
15165-Conviction-St,-El-Paso,-TX-79938	15165 Conviction St, El Paso, TX 79938	79938	Hudspeth	31.8047	-105.940125	Single Family	5	3.5	2860	6098	2024		Inactive	399950	139.84	2025-05-31T00:00:00.000Z	2026-06-01T00:00:00.000Z	2026-05-31T05:26:02.159Z	365			Elpaso														8/12/2026
15145-Conviction-St,-El-Paso,-TX-79938	15145 Conviction St, El Paso, TX 79938	79938	Hudspeth	31.804688	-105.940125	Single Family	3	2	1650	4792	2024		Inactive	309950	187.85	2025-05-31T00:00:00.000Z	2026-06-01T00:00:00.000Z	2026-05-31T05:26:02.158Z	365			Elpaso														8/12/2026
15125-Conviction-St,-El-Paso,-TX-79938	15125 Conviction St, El Paso, TX 79938	79938	Hudspeth	31.8047	-105.940125	Single Family	5	2.5	2704	5227	2025		Inactive	384950	142.36	2025-05-31T00:00:00.000Z	2026-06-01T00:00:00.000Z	2026-05-31T05:26:02.157Z	365			Elpaso														8/12/2026
15320-Conviction-St,-El-Paso,-TX-79938	15320 Conviction St, El Paso, TX 79938	79938	Hudspeth	31.8047	-105.940125	Single Family	4	2	1935	5227	2025		Inactive	332950	172.07	2025-05-31T00:00:00.000Z	2026-06-01T00:00:00.000Z	2026-05-31T05:26:02.156Z	365			Elpaso														8/12/2026
15105-Conviction-St,-El-Paso,-TX-79938	15105 Conviction St, El Paso, TX 79938	79938	Hudspeth	31.8047	-105.940125	Single Family	5	2.5	2704	5227	2025		Inactive	374950	138.66	2025-05-31T00:00:00.000Z	2026-06-01T00:00:00.000Z	2026-05-31T05:26:02.156Z	365			Elpaso														8/12/2026
